question_id,question_id,question_text,correct_answer_text,main_area,sub_area,topic,subtopic,source_exam,question_type
4120,,"Mujer de 55 años, se reemplazó su válvula cardiaca reumática con un protésica. Luego de 3 días de incubación, 6 cultivos sanguíneos se volvieron positivos. Se aísla un coco gram positivo, catalasa negativo, resistente a optoquinina que era alfa hemolítico  Causa más probable:",Streptococcus viridans,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS INFECCIOSOS,Infecciones intrahospitalarias,residentado,regular
4121,,Estreptococo que NO pertenece al grupo viridans:,S. bovis,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS INFECCIOSOS,Infecciones intrahospitalarias,residentado,regular
4122,,Estreptococo del grupo D asociado al cáncer de colon:,E. bobis,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS DE LAS VÍAS DIGESTIVAS,Cáncer de colon,residentado,regular
4123,,¿En cuál de las siguientes especies de estafilococos se ha descrito resistencia a la vancomicina?,S. haemolyticus,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS INFECCIOSOS,Infecciones intrahospitalarias,residentado,regular
4124,,El tratamiento empírico de elección en las infecciones por estafilococos coagulasa negativos es:,Vancomicina,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS INFECCIOSOS,Infecciones intrahospitalarias,residentado,regular
4125,,La penicilina sigue siendo el tratamiento de elección a pesar de las resistencias bacterianas y de la síntesis de múltiples antimicrobianos nuevos en________ por____________.,Absceso pulmonar / Peptostreptococcus,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS DEL APARATO RESPIRATORIO,Neumonía adquirida en la comunidad,residentado,regular
4126,,"Varón de 21 años, con lesión cutánea bilateral, roja, pruriginosa, en las ingles. Trabaja en albergue cuidando ancianos. Se constató una erupción cutánea circular, con base eritematosa y un borde activo propagándose sobre escroto y periné.  ¿Cuál definición describe mejor las lesiones cutáneas del paciente?",Tinea cruris,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS DE LA PIEL,Enfermedad micótica,residentado,regular
4127,,"Colegial de 15 años y sus amigos comieron en una chifa; se sirvieron un menú diario con carne chancho dulce y ácido con verduras y arroz chaufa. A todos les dio nausea, vómito, dolor abdominal y diarrea 5 horas luego de comer. ¿Cuál es la causa más probable?",Bacilus cereus,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS INFECCIOSOS,Cólera – EDA,residentado,regular
4128,,"Un varón presenta un dolor en el cuadrante inferior derecho, fiebre y diarrea. Difusa sensibilidad abdominal; laboratorio; leucocitosis moderada que lleva a diagnóstico presuntivo de apendicitis aguda. Exploración quirúrgica abdominal: adenitis mesentérica, pero el apéndice está normal. El patógeno más probable es:",Yersinia enterocolítica,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS INFECCIOSOS,Cólera – EDA,residentado,regular
4129,,Uno de estos procesos NO evidencia asociación con las infecciones producidas por Yersinia enterocolítica:,Síndrome hemolítico urémico,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS INFECCIOSOS,Salmonelosis - Brucelosis,residentado,regular
4130,,¿Con cuál enfermedad se indica aislamiento estricto para el paciente hospitalizado?,Neumonía por Yersinia pestis,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS INFECCIOSOS,Infecciones intrahospitalarias,residentado,regular
4131,,Un alcohólico llega con dificultad respiratoria. Rx del tórax: consolidación lobular del pulmón inferior derecho. ¿Cuál organismo debe haber más en el diagnóstico diferencial?,Klebsiella pneumoniae,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS DEL APARATO RESPIRATORIO,Neumonía adquirida en la comunidad,residentado,regular
4132,,"Sobre el haemophilus influenzae, es FALSO:",Todas las cepas son sensibles a la ampicilina,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS INFECCIOSOS,Infecciones intrahospitalarias,residentado,regular
4133,,"Mientras juega fuera, niña de 8 años es mordida en la pierna por un gato. Al siguiente día sufre fiebre y dolor óseo en su pantorrilla derecha. Una placa revela lesión lítica de la tibia derecha. Los resultados del cultivo óseo están pendientes. Patógeno más probable:",Pasteurella multocida,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS INFECCIOSOS,"Insectos, artrópodos y ofidios venenosos",Examenes 2024/RADIOLOGÍA;residentado,regular
4134,,La inmunoflueresciencia directa se emplea en el diagnóstico de:,Neumonía por Legionella,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS DEL APARATO RESPIRATORIO,Neumonía adquirida en la comunidad,residentado,regular
4135,,La infección por __________________ es particularmente peligrosa para pacientes con anemia.,Parvovirus,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS INFECCIOSOS,Herpes - Mononucleosis,residentado,regular
4136,,Una niña de 6 años de edad tiene las mejillas rojas con una apariencia de haber sido abofeteada. También tiene un rash generalizado. El diagnóstico más probable es:,Eritema infeccioso,CLÍNICO MÉDICAS,PEDIATRÍA,PROBLEMAS DE SALUD DEL NIÑO Y DEL ADOLESCENTE,Enfermedades eruptivas de la infancia,residentado,regular
4137,,¿Cuál virus NO causa infecciones de vía respiratoria alta incluyendo síntomas del resfrío común?,Papovavirus,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS INFECCIOSOS,Herpes - Mononucleosis,residentado,regular
4138,,Respecto a los poliomavirus señale la FALSA:,La LMP es una enfermedad de comienzo brusco con fiebre y cefalea,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS DEL SISTEMA NERVIOSO,Infecciones del sistema nervioso central,residentado,regular
4139,,¿Cuál de los siguientes hechos es preciso para el diagnóstico definitivo de una infección por Aspergillus?,Demostración de invasión tisular.,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS DEL APARATO RESPIRATORIO,Micosis pulmonar,residentado,regular
4140,,"Sobre la aspergilosis invasiva, indique la FALSA:",Es producida por A. flavus,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS DEL APARATO RESPIRATORIO,Micosis pulmonar,residentado,regular
4141,,¿Qué hongo causa infección por tiña de la cabeza o gusanos anillados en cuero cabelludo?,Sporothrix schenckii,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS DE LA PIEL,Enfermedad micótica,residentado,regular
4142,,El portal de ingreso más común en la infección por Blastomyces dermatitidis es:,Tracto respiratorio,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS DEL APARATO RESPIRATORIO,Micosis pulmonar,residentado,regular
4143,,¿Para qué patógeno es la infección activada por contacto traumático con las plantas en las cuales el organismo está creciendo?,Sporothrix schenckii,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS DE LA PIEL,Enfermedad micótica,residentado,regular
4144,,"Infante de 3 años, con diarrea crónica, que se exacerba luego de ingesta de leche. Sospecha de deficiencia de lactasa. ¿En qué monosacáridos se fragmenta la lactosa?",Galactosa y glucosa,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS DE LAS VÍAS DIGESTIVAS,Diarrea crónica,Examenes 2023/PEDIATRÍA;residentado,regular
4146,,¿Qué enzima digestiva gástrica empieza el proceso de digestión de las proteínas?,Pepsina,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS DE LAS VÍAS DIGESTIVAS,Trastornos digestivos funcionales,Examenes 2017/prueba b;residentado,regular
4147,,¿Cuál de las siguientes enzimas pancreáticas digiere hidratos de carbono?,Amilasa,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS DE LAS VÍAS DIGESTIVAS,Pancreatitis,residentado,regular
4148,,¿Cuál es el transportador de glucosa que permite la absorción de fructosa por las células del intestino y riñón?,GLUT 5.,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS HORMONALES Y METABÓLICOS,Diabetes mellitus,residentado,regular
4149,,¿Cuál es la sustancia agonista de la célula parietal gástrica y que aumenta el AMP cíclico intracelular?,Histamina,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS DE LAS VÍAS DIGESTIVAS,Enfermedad úlcero-péptica,residentado,regular
4150,,"En el metabolismo de las proteínas, una de las funciones principales del hígado es:",Formación de úrea,TRANSVERSALES,CIENCIAS BÁSICAS,DINÁMICAS,Bioquímica aplicada al funcionamiento corporal,residentado,regular
4151,,"El segundo mensajero implicado en la relajación del músculo liso vascular, por acción del óxido nítrico es:",GMP cíclico.,TRANSVERSALES,CIENCIAS BÁSICAS,DINÁMICAS,Fisiología aplicada al funcionamiento corporal,Examenes 2024/ESPECIALIADAD B;residentado,regular
4152,,La melatonina se produce principalmente a nivel de:,Glándula pineal,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS HORMONALES Y METABÓLICOS,Patologías gonadales,residentado,regular
4153,,¿Cuál de las siguientes sustancias es necesaria para la absorción por el organismo de la vitamina B12?,Factor intrínseco,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS HORMONALES Y METABÓLICOS,Desnutrición y avitaminosis,residentado,regular
4154,,¿Cuál de las siguientes hormonas se relaciona principalmente con la motilidad vesicular?,Colecistocinina.,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS DE LAS VÍAS DIGESTIVAS,Trastornos digestivos funcionales,residentado,regular
4155,,¿Cuál es la base nitrogenada que NO interviene en la síntesis de ADN?,Uracilo,TRANSVERSALES,CIENCIAS BÁSICAS,DINÁMICAS,Biología Molecular aplicada al funcionamiento corporal,residentado,regular
4156,,En la deficiencia de Vitamina A se presenta:,Manchas de bitot,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS HORMONALES Y METABÓLICOS,Desnutrición y avitaminosis,residentado,regular
4157,,¿Qué fenómeno bioquímico se produce cuando el músculo se contrae en un medio anaeróbico?,Incremento de lactato,TRANSVERSALES,CIENCIAS BÁSICAS,DINÁMICAS,Bioquímica aplicada al funcionamiento corporal,residentado,regular
4158,,¿En dónde se encuentra la mayor concentración de Na en el organismo?,Vascular,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS RENALES,Alteraciones del equilibrio hidroelectrolítico,residentado,regular
4159,,Señale cuál es la diferencia que produce acrodermatitis enteropática:,Zinc,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS HORMONALES Y METABÓLICOS,Desnutrición y avitaminosis,residentado,regular
4160,,El ciclo de Krebs se lleva a cabo en el :,Mitocondria,TRANSVERSALES,CIENCIAS BÁSICAS,DINÁMICAS,Bioquímica aplicada al funcionamiento corporal,residentado,regular
4161,,El nutriente que NO tiene función antioxidante es:,Cobre,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS HORMONALES Y METABÓLICOS,Desnutrición y avitaminosis,residentado,regular
4162,,¿Cuál de las siguientes vitaminas es liposoluble?,K,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS HORMONALES Y METABÓLICOS,Desnutrición y avitaminosis,residentado,regular
4163,,¿Cuál de estas aminas biógenas estimula la secreción de la hormona liberadora de gonadotrofinas?,Noradrenalina,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS HORMONALES Y METABÓLICOS,Patologías gonadales,Examenes - 2019/UROLOGÍA;residentado,regular
4164,,"Entre los mecanismos fisiológicos de la lactancia materna, ¿qué hormona interviene para el reflejo de eyección de leche materna?",Oxitocina,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS HORMONALES Y METABÓLICOS,Patologías gonadales,residentado,regular
4166,,"El pico máximo d elevación de LH, en el ciclo menstrual, se debe a la retroalimentación positiva por:",Estrógenos,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS HORMONALES Y METABÓLICOS,Patologías gonadales,residentado,regular
4167,,Los cuerpos cetónicos y los ácidos grasos se utilizan preferentemente por:,El corazón y músculo en periodos interprandiales,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS HORMONALES Y METABÓLICOS,Dislipidemia,residentado,regular
4168,,La intoxicación alcohólica puede producir una marcada hipoglucemia debido a que el alcohol:,Inhibe la gluconeogénesis hepática,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS DEL SISTEMA NERVIOSO,Intoxicaciones agudas,residentado,regular
4169,,"Una mujer alcohólica tuvo una parranda de tragos de 2 semanas, tiempo en el cual ha comido poco y está seriamente hipoglucémica. ¿qué condición adicional puede desarrollar en respuesta a esta hipoglucemia severa crónica?",Cetoacidosis,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS HORMONALES Y METABÓLICOS,Diabetes mellitus,residentado,regular
4170,,A un niño de 2 años se le diagnostica un defecto bioquímico que involucra a la hexosaminidasa A. La condición del paciente es más propiamente categorizada como perteneciente a una de las siguientes clases generales de defectos:,Gangliosidosis,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS HORMONALES Y METABÓLICOS,Dislipidemia,residentado,regular
4171,,El extremadamente potente vasodilatador óxido nítrico (NO) es producido naturalmente por el cuerpo a partir de uno de éstos aminoácidos:,Arginina,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS DEL APARATO CARDIOVASCULAR,Hipertensión arterial,residentado,regular
4172,,La hormona tiroidea tiroxina (T4) deriva de:,Tirosina,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS HORMONALES Y METABÓLICOS,Hipotiroidismo,residentado,regular
4173,,¿Cuál de las siguientes proteínas se halla en los filamentos gruesos del músculo esquelético?,Miosina,TRANSVERSALES,CIENCIAS BÁSICAS,DINÁMICAS,Bioquímica aplicada al funcionamiento corporal,Examenes 2017/ PATOLOGIA ;residentado,regular
4174,,"A un varón de 57 años con enfermedad de Parkinson, se le receta un fármaco que contiene levodopa y carbidopa. En el SNC, la levodopa es metabolizada a dopamina, que puede ser más adelante convertida por algunas neuronas a una de estas sustancias:",Norepinefrina (NE),CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS DEL SISTEMA NERVIOSO,Movimientos involuntarios,residentado,regular
4175,,El hierro molecular (Fe) es:,Almacenado en el cuerpo en combinación con ferritina,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS DE LA SANGRE Y COAGULACIÓN,Anemias ferropénicas,residentado,regular
4176,,"Ya que los reservorios de glucógeno hepático son limitados y disminuyen temporalmente luego de la secreción de epinefrina, la glucogenólisis muscular es el principal mecanismo que aporta precursores gluconeogénicos para la glucogénesis hepática. La sustancia gluconeogénica derivada del músculo es:",Lactado,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS HORMONALES Y METABÓLICOS,Diabetes mellitus,residentado,regular
4177,,"Un alcohólico de 57 años llega en estado de confusión global, psicosis y ataxia. En el examen, se notan oftalmoplejía y polineuropatía. ¿La administración de cuál de los siguientes sería el tratamiento más adecuado para este paciente?",Tiamina,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS HORMONALES Y METABÓLICOS,Desnutrición y avitaminosis,Examenes 2018/PSIQUIATRIA;residentado,regular
4178,,La falta de glucocorticoides y mineralocorticoides podría ser un resultado de uno de los siguientes defectos de la corteza suprarrenal:,Deficiencia de C-21 hidroxilasa,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS HORMONALES Y METABÓLICOS,Enfermedad de Addison,residentado,regular
4179,,La fagocitosis no controlada de partículas LDL oxidadas es un estímulo principal para el desarrollo de células de espuma y estrías grasas en el subendotelio vascular. Este proceso de inhibe por un aumento de la ingesta dietética de:,Vitamina E,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS DEL APARATO CARDIOVASCULAR,Cardiopatía isquémica,residentado,regular
4180,,En los adultos una deficiencia severa de la vitamina D causa:,Osteomalacia,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS HORMONALES Y METABÓLICOS,Desnutrición y avitaminosis,residentado,regular
4181,,La aspirina inhibe una de las siguientes enzimas:,Ciclooxigenasa,TRANSVERSALES,CIENCIAS BÁSICAS,DINÁMICAS,Farmacología aplicada a la terapéutica,residentado,regular
4182,,"Los siguientes son comunes en la síntesis de todas las hormonas esteroides, EXCEPTO:",Cortisol,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS HORMONALES Y METABÓLICOS,Enfermedad de Addison,residentado,regular
4183,,"La glucosa - 6 - fosfato es un sustrato o producto en todas las siguientes vías, EXCEPTO:",Fosforilación oxidativa,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS HORMONALES Y METABÓLICOS,Diabetes mellitus,residentado,regular
4184,,La deficiencia del receptor B-100 cursa con:,Alto colesterol sanguíneo,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS HORMONALES Y METABÓLICOS,Dislipidemia,residentado,regular
4185,,La deficiencia de glucosa - 6 - fosfatasa se asocia a:,Baja glucosa sanguínea,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS HORMONALES Y METABÓLICOS,Diabetes mellitus,residentado,regular
4186,,La estimulación de la gluconeogénesis se asocia a:,Glucagón,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS HORMONALES Y METABÓLICOS,Diabetes mellitus,residentado,regular
4187,,La inhibición de la lipólisis en el tejido adiposo se asocia a:,Insulina,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS HORMONALES Y METABÓLICOS,Diabetes mellitus,residentado,regular
4188,,El aumento de la reabsorción de agua del riñón es la principal consecuencia de una de las siguientes hormona:,Vasopresina,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS RENALES,Alteraciones del equilibrio hidroelectrolítico,residentado,regular
4189,,"Casi 3 horas luego de una comida bien balanceada, los niveles sanguíneos de los siguientes se esperan que estén elevados, EXCEPTO:",Ácidos grasos,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS HORMONALES Y METABÓLICOS,Dislipidemia,residentado,regular
4190,,"Las vías comunes a muchos tejidos incluyen a los siguientes, EXCEPTO:",Cetogénesis,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS HORMONALES Y METABÓLICOS,Diabetes mellitus,residentado,regular
4191,,"En la alcaptonuria (enfermedad de la orina negra), ¿Cuál se acumula anormalmente en la orina?",Homogestisato,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS HORMONALES Y METABÓLICOS,Dislipidemia,residentado,regular
4192,,"Luego de una comida con leche desnatada y yogurt, una mujer sufre distensión abdominal, náusea, retortijones y dolor seguido por diarrea acuosa. Este conjunto de síntomas se observa cada vez que consume la comida. Posible diagnóstico:",Deficiencia de lactasa,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS DE LAS VÍAS DIGESTIVAS,Trastornos digestivos funcionales,residentado,regular
